Sr. No.,Thickness,Pattern,Stress,Strain
3592,0.2,Tri Hexagon,3.15,0.0052
3593,0.2,Tri Hexagon,3.366666667,0.0056
3594,0.2,Tri Hexagon,3.791666667,0.006
3595,0.2,Tri Hexagon,4.2125,0.0064
3596,0.2,Tri Hexagon,4.408333333,0.0068
3597,0.2,Tri Hexagon,4.604166667,0.0072
3598,0.2,Tri Hexagon,4.754166667,0.0076
3599,0.2,Tri Hexagon,4.858333333,0.008
3600,0.2,Tri Hexagon,4.895833333,0.0084
3601,0.2,Tri Hexagon,4.945833333,0.0088
3602,0.2,Tri Hexagon,5.004166667,0.0092
3603,0.2,Tri Hexagon,5.120833333,0.0096
3604,0.2,Tri Hexagon,5.191666667,0.01
3605,0.2,Tri Hexagon,5.258333333,0.0104
3606,0.2,Tri Hexagon,5.591666667,0.0108
3607,0.2,Tri Hexagon,6.020833333,0.0116
3608,0.2,Tri Hexagon,6.2375,0.012
3609,0.2,Tri Hexagon,6.6625,0.0124
3610,0.2,Tri Hexagon,6.875,0.0128
3611,0.2,Tri Hexagon,7.0875,0.0132
3612,0.2,Tri Hexagon,7.3125,0.0136
3613,0.2,Tri Hexagon,7.7375,0.014
3614,0.2,Tri Hexagon,7.95,0.0144
3615,0.2,Tri Hexagon,8.1625,0.0148
3616,0.2,Tri Hexagon,8.5875,0.0152
3617,0.2,Tri Hexagon,9.008333333,0.016
3618,0.2,Tri Hexagon,9.216666667,0.0164
3619,0.2,Tri Hexagon,9.420833333,0.0168
3620,0.2,Tri Hexagon,9.833333333,0.0172
3621,0.2,Tri Hexagon,10.05,0.0176
3622,0.2,Tri Hexagon,10.2625,0.018
3623,0.2,Tri Hexagon,10.47083333,0.0184
3624,0.2,Tri Hexagon,10.69166667,0.0188
3625,0.2,Tri Hexagon,11.10416667,0.0192
3626,0.2,Tri Hexagon,11.30833333,0.0196
3627,0.2,Tri Hexagon,11.72083333,0.02
3628,0.2,Tri Hexagon,11.925,0.0204
3629,0.2,Tri Hexagon,12.12083333,0.0208
3630,0.2,Tri Hexagon,12.325,0.0212
3631,0.2,Tri Hexagon,12.525,0.0216
3632,0.2,Tri Hexagon,12.925,0.022
3633,0.2,Tri Hexagon,13.125,0.0224
3634,0.2,Tri Hexagon,13.32083333,0.0228
3635,0.2,Tri Hexagon,13.51666667,0.0232
3636,0.2,Tri Hexagon,13.72916667,0.0236
3637,0.2,Tri Hexagon,14.12916667,0.024
3638,0.2,Tri Hexagon,14.32916667,0.0244
3639,0.2,Tri Hexagon,14.5375,0.0248
3640,0.2,Tri Hexagon,14.73333333,0.0252
3641,0.2,Tri Hexagon,15.1375,0.0256
3642,0.2,Tri Hexagon,15.34583333,0.026
3643,0.2,Tri Hexagon,15.52916667,0.0264
3644,0.2,Tri Hexagon,15.725,0.0268
3645,0.2,Tri Hexagon,16.10833333,0.0272
3646,0.2,Tri Hexagon,16.30416667,0.0276
3647,0.2,Tri Hexagon,16.5,0.028
3648,0.2,Tri Hexagon,16.89166667,0.0284
3649,0.2,Tri Hexagon,17.26666667,0.0292
3650,0.2,Tri Hexagon,17.65416667,0.03
3651,0.2,Tri Hexagon,17.85,0.0304
3652,0.2,Tri Hexagon,18.04166667,0.0308
3653,0.2,Tri Hexagon,18.40416667,0.0312
3654,0.2,Tri Hexagon,18.57916667,0.0316
3655,0.2,Tri Hexagon,18.92916667,0.032
3656,0.2,Tri Hexagon,19.10833333,0.0324
3657,0.2,Tri Hexagon,19.27916667,0.0328
3658,0.2,Tri Hexagon,19.45416667,0.0332
3659,0.2,Tri Hexagon,19.63333333,0.0336
3660,0.2,Tri Hexagon,19.8125,0.034
3661,0.2,Tri Hexagon,20.1625,0.0344
3662,0.2,Tri Hexagon,20.34166667,0.0348
3663,0.2,Tri Hexagon,20.5125,0.0352
3664,0.2,Tri Hexagon,20.6875,0.0356
3665,0.2,Tri Hexagon,21.04166667,0.036
3666,0.2,Tri Hexagon,21.21666667,0.0364
3667,0.2,Tri Hexagon,21.38333333,0.0368
3668,0.2,Tri Hexagon,21.70833333,0.0372
3669,0.2,Tri Hexagon,22.025,0.038
3670,0.2,Tri Hexagon,22.175,0.0384
3671,0.2,Tri Hexagon,22.32083333,0.0388
3672,0.2,Tri Hexagon,22.58333333,0.0392
3673,0.2,Tri Hexagon,22.71666667,0.0396
3674,0.2,Tri Hexagon,22.95416667,0.04
3675,0.2,Tri Hexagon,23.1625,0.0408
3676,0.2,Tri Hexagon,23.25416667,0.0412
3677,0.2,Tri Hexagon,23.44166667,0.0416
3678,0.2,Tri Hexagon,23.525,0.042
3679,0.2,Tri Hexagon,23.59583333,0.0424
3680,0.2,Tri Hexagon,23.67083333,0.0428
3681,0.2,Tri Hexagon,23.72916667,0.0432
3682,0.2,Tri Hexagon,23.78333333,0.0436
3683,0.2,Tri Hexagon,23.87916667,0.044
3684,0.2,Tri Hexagon,23.92916667,0.0444
3685,0.2,Tri Hexagon,23.99166667,0.0448
3686,0.2,Tri Hexagon,24.03333333,0.0456
3687,0.2,Tri Hexagon,24.0375,0.046
3688,0.2,Tri Hexagon,24.05416667,0.0464
3689,0.2,Tri Hexagon,24.06666667,0.0468
3690,0.2,Tri Hexagon,24.075,0.0472
3691,0.2,Tri Hexagon,24.07083333,0.0476
3692,0.2,Tri Hexagon,24.05416667,0.048
3693,0.2,Tri Hexagon,24.04166667,0.0484
3694,0.2,Tri Hexagon,24.025,0.0488
3695,0.2,Tri Hexagon,23.95416667,0.0492
3696,0.2,Tri Hexagon,23.9125,0.0496
3697,0.2,Tri Hexagon,23.85833333,0.05
3698,0.2,Tri Hexagon,23.78333333,0.0504
3699,0.2,Tri Hexagon,23.59583333,0.0508
3700,0.2,Tri Hexagon,23.49583333,0.0512
3701,0.2,Tri Hexagon,23.39166667,0.0516
3702,0.2,Tri Hexagon,23.28333333,0.052
3703,0.2,Tri Hexagon,23.07916667,0.0524
3704,0.2,Tri Hexagon,22.97083333,0.0528
3705,0.2,Tri Hexagon,22.7625,0.0532
3706,0.2,Tri Hexagon,22.66666667,0.0536
3707,0.2,Tri Hexagon,22.5875,0.054
3708,0.2,Tri Hexagon,22.50833333,0.0544
3709,0.2,Tri Hexagon,22.42083333,0.0548
3710,0.2,Tri Hexagon,22.34166667,0.0552
3711,0.2,Tri Hexagon,22.2625,0.0556
3712,0.2,Tri Hexagon,22.11666667,0.056
3713,0.2,Tri Hexagon,22.04166667,0.0564
3714,0.2,Tri Hexagon,21.90416667,0.0568
3715,0.2,Tri Hexagon,21.825,0.0572
3716,0.2,Tri Hexagon,21.74166667,0.0576
3717,0.2,Tri Hexagon,21.57083333,0.058
3718,0.2,Tri Hexagon,21.46666667,0.0584
3719,0.2,Tri Hexagon,21.3625,0.0588
3720,0.2,Tri Hexagon,21.24583333,0.0592
3721,0.2,Tri Hexagon,21.1,0.0596
3722,0.2,Tri Hexagon,0.229166667,0
3723,0.2,Tri Hexagon,0.291666667,0.0004
3724,0.2,Tri Hexagon,0.3625,0.0008
3725,0.2,Tri Hexagon,0.566666667,0.0012
3726,0.2,Tri Hexagon,0.695833333,0.0016
3727,0.2,Tri Hexagon,0.8375,0.002
3728,0.2,Tri Hexagon,1.175,0.0024
3729,0.2,Tri Hexagon,1.3625,0.0028
3730,0.2,Tri Hexagon,1.575,0.0032
3731,0.2,Tri Hexagon,1.783333333,0.0036
3732,0.2,Tri Hexagon,2.208333333,0.004
3733,0.2,Tri Hexagon,2.4125,0.0044
3734,0.2,Tri Hexagon,2.625,0.0048
3735,0.2,Tri Hexagon,2.829166667,0.0052
3736,0.2,Tri Hexagon,3.225,0.0056
3737,0.2,Tri Hexagon,3.429166667,0.006
3738,0.2,Tri Hexagon,3.633333333,0.0064
3739,0.2,Tri Hexagon,3.825,0.0068
3740,0.2,Tri Hexagon,4.020833333,0.0072
3741,0.2,Tri Hexagon,4.3875,0.0076
3742,0.2,Tri Hexagon,4.533333333,0.008
3743,0.2,Tri Hexagon,4.6125,0.0084
3744,0.2,Tri Hexagon,4.6625,0.0088
3745,0.2,Tri Hexagon,4.7625,0.0092
3746,0.2,Tri Hexagon,4.804166667,0.0096
3747,0.2,Tri Hexagon,4.8625,0.01
3748,0.2,Tri Hexagon,4.916666667,0.0104
3749,0.2,Tri Hexagon,5.045833333,0.0108
3750,0.2,Tri Hexagon,5.145833333,0.0116
3751,0.2,Tri Hexagon,5.525,0.012
3752,0.2,Tri Hexagon,5.7375,0.0124
3753,0.2,Tri Hexagon,5.945833333,0.0128
3754,0.2,Tri Hexagon,6.158333333,0.0132
3755,0.2,Tri Hexagon,6.579166667,0.0136
3756,0.2,Tri Hexagon,6.795833333,0.014
3757,0.2,Tri Hexagon,7,0.0144
3758,0.2,Tri Hexagon,7.2125,0.0148
3759,0.2,Tri Hexagon,7.625,0.0152
3760,0.2,Tri Hexagon,8.033333333,0.016
3761,0.2,Tri Hexagon,8.245833333,0.0164
3762,0.2,Tri Hexagon,8.445833333,0.0168
3763,0.2,Tri Hexagon,8.645833333,0.0172
3764,0.2,Tri Hexagon,9.054166667,0.0176
3765,0.2,Tri Hexagon,9.254166667,0.018
3766,0.2,Tri Hexagon,9.470833333,0.0184
3767,0.2,Tri Hexagon,9.875,0.0188
3768,0.2,Tri Hexagon,10.075,0.0192
3769,0.2,Tri Hexagon,10.27083333,0.0196
3770,0.2,Tri Hexagon,10.47083333,0.02
3771,0.2,Tri Hexagon,10.67083333,0.0204
3772,0.2,Tri Hexagon,11.07083333,0.0208
3773,0.2,Tri Hexagon,11.25833333,0.0212
3774,0.2,Tri Hexagon,11.44166667,0.0216
3775,0.2,Tri Hexagon,11.82916667,0.022
3776,0.2,Tri Hexagon,12.02083333,0.0224
3777,0.2,Tri Hexagon,12.20833333,0.0232
3778,0.2,Tri Hexagon,12.6,0.0236
3779,0.2,Tri Hexagon,12.79583333,0.024
3780,0.2,Tri Hexagon,12.99166667,0.0244
3781,0.2,Tri Hexagon,13.19583333,0.0248
3782,0.2,Tri Hexagon,13.39583333,0.0252
3783,0.2,Tri Hexagon,13.79166667,0.0256
3784,0.2,Tri Hexagon,14.17916667,0.0264
3785,0.2,Tri Hexagon,14.3625,0.0268
3786,0.2,Tri Hexagon,14.54166667,0.0272
3787,0.2,Tri Hexagon,14.8875,0.0276
3788,0.2,Tri Hexagon,15.05833333,0.028
3789,0.2,Tri Hexagon,15.38333333,0.0284
3790,0.2,Tri Hexagon,15.7125,0.0288
3791,0.2,Tri Hexagon,15.87083333,0.0296
3792,0.2,Tri Hexagon,16.19583333,0.03
3793,0.2,Tri Hexagon,16.37083333,0.0304
3794,0.2,Tri Hexagon,16.53333333,0.0308
3795,0.2,Tri Hexagon,16.69583333,0.0312
3796,0.2,Tri Hexagon,16.86666667,0.0316
3797,0.2,Tri Hexagon,17.22083333,0.032
3798,0.2,Tri Hexagon,17.39583333,0.0324
3799,0.2,Tri Hexagon,17.575,0.0328
3800,0.2,Tri Hexagon,17.95,0.0332
3801,0.2,Tri Hexagon,18.125,0.0336
3802,0.2,Tri Hexagon,18.3,0.034
3803,0.2,Tri Hexagon,18.475,0.0344
3804,0.2,Tri Hexagon,18.8125,0.0348
3805,0.2,Tri Hexagon,18.98333333,0.0352
3806,0.2,Tri Hexagon,19.1375,0.0356
3807,0.2,Tri Hexagon,19.3,0.036
3808,0.2,Tri Hexagon,19.45,0.0364
3809,0.2,Tri Hexagon,19.7625,0.0368
3810,0.2,Tri Hexagon,19.92916667,0.0372
3811,0.2,Tri Hexagon,20.08333333,0.0376
3812,0.2,Tri Hexagon,20.24166667,0.038
3813,0.2,Tri Hexagon,20.55416667,0.0384
3814,0.2,Tri Hexagon,20.85416667,0.0392
3815,0.2,Tri Hexagon,21,0.0396
3816,0.2,Tri Hexagon,21.1375,0.04
3817,0.2,Tri Hexagon,21.40416667,0.0404
3818,0.2,Tri Hexagon,21.55,0.0408
3819,0.2,Tri Hexagon,21.68333333,0.0412
3820,0.2,Tri Hexagon,21.8125,0.0416
3821,0.2,Tri Hexagon,22.07083333,0.042
3822,0.2,Tri Hexagon,22.2,0.0424
3823,0.2,Tri Hexagon,22.325,0.0428
3824,0.2,Tri Hexagon,22.45833333,0.0432
3825,0.2,Tri Hexagon,22.57916667,0.0436
3826,0.2,Tri Hexagon,22.8,0.044
3827,0.2,Tri Hexagon,22.90416667,0.0444
3828,0.2,Tri Hexagon,23.00416667,0.0448
3829,0.2,Tri Hexagon,23.1875,0.0452
3830,0.2,Tri Hexagon,23.27916667,0.0456
3831,0.2,Tri Hexagon,23.35416667,0.046
3832,0.2,Tri Hexagon,23.42916667,0.0464
3833,0.2,Tri Hexagon,23.5,0.0468
3834,0.2,Tri Hexagon,23.55416667,0.0472
3835,0.2,Tri Hexagon,23.65833333,0.0476
3836,0.2,Tri Hexagon,23.7,0.048
3837,0.2,Tri Hexagon,23.73333333,0.0484
3838,0.2,Tri Hexagon,23.77083333,0.0488
3839,0.2,Tri Hexagon,23.7875,0.0492
3840,0.2,Tri Hexagon,23.80416667,0.0496
3841,0.2,Tri Hexagon,23.7875,0.05
3842,0.2,Tri Hexagon,23.76666667,0.0504
3843,0.2,Tri Hexagon,23.68333333,0.0508
3844,0.2,Tri Hexagon,23.62916667,0.0512
3845,0.2,Tri Hexagon,23.5625,0.0516
3846,0.2,Tri Hexagon,23.48333333,0.052
3847,0.2,Tri Hexagon,23.30416667,0.0524
3848,0.2,Tri Hexagon,23.1125,0.0532
3849,0.2,Tri Hexagon,23.02916667,0.0536
3850,0.2,Tri Hexagon,22.84583333,0.054
3851,0.2,Tri Hexagon,22.75,0.0544
3852,0.2,Tri Hexagon,22.65833333,0.0548
3853,0.2,Tri Hexagon,22.5625,0.0552
3854,0.2,Tri Hexagon,22.3875,0.0556
3855,0.2,Tri Hexagon,22.30416667,0.056
3856,0.2,Tri Hexagon,22.22916667,0.0564
3857,0.2,Tri Hexagon,22.1375,0.0568
3858,0.2,Tri Hexagon,22.05833333,0.0572
3859,0.2,Tri Hexagon,21.9125,0.0576
3860,0.2,Tri Hexagon,21.84166667,0.058
3861,0.2,Tri Hexagon,21.77916667,0.0584
3862,0.2,Tri Hexagon,21.66666667,0.0588
3863,0.2,Tri Hexagon,21.60833333,0.0592
3864,0.2,Tri Hexagon,21.55416667,0.0596
3865,0.2,Tri Hexagon,21.50833333,0.06
3866,0.2,Tri Hexagon,21.45833333,0.0604
3867,0.2,Tri Hexagon,21.41666667,0.0608
3868,0.2,Tri Hexagon,21.3875,0.0612
3869,0.2,Tri Hexagon,21.35,0.0616
3870,0.2,Tri Hexagon,21.27083333,0.062
3871,0.2,Tri Hexagon,21.225,0.0624
3872,0.2,Tri Hexagon,21.1875,0.0628
3873,0.2,Tri Hexagon,21.1375,0.0632
3874,0.2,Tri Hexagon,21.05416667,0.0636
3875,0.2,Tri Hexagon,20.95,0.064
3876,0.2,Tri Hexagon,20.85,0.0648
3877,0.2,Tri Hexagon,20.8125,0.0652
3878,0.2,Tri Hexagon,20.77916667,0.0656
3879,0.2,Tri Hexagon,20.74583333,0.066
3880,0.2,Tri Hexagon,20.725,0.0664
3881,0.2,Tri Hexagon,20.69583333,0.0668
3882,0.2,Tri Hexagon,20.67083333,0.0672
3883,0.2,Tri Hexagon,20.6375,0.0676
3884,0.2,Tri Hexagon,20.575,0.068
3885,0.2,Tri Hexagon,20.49583333,0.0684
3886,0.2,Tri Hexagon,20.45,0.0688
3887,0.2,Tri Hexagon,20.34583333,0.0692
3888,0.2,Tri Hexagon,20.24583333,0.07
3889,0.2,Tri Hexagon,20.20416667,0.0704
3890,0.2,Tri Hexagon,20.16666667,0.0708
3891,0.2,Tri Hexagon,20.1375,0.0712
3892,0.2,Tri Hexagon,20.09583333,0.0716
3893,0.2,Tri Hexagon,20.06666667,0.072
3894,0.2,Tri Hexagon,20.02916667,0.0724
3895,0.2,Tri Hexagon,19.88333333,0.0728
3896,0.2,Tri Hexagon,19.80416667,0.0732
3897,0.2,Tri Hexagon,19.70833333,0.0736
3898,0.28,Cubic,0.225,0
3899,0.28,Cubic,0.2875,0.0004
3900,0.28,Cubic,0.4875,0.0008
3901,0.28,Cubic,0.620833333,0.0012
3902,0.28,Cubic,0.766666667,0.0016
3903,0.28,Cubic,0.95,0.002
3904,0.28,Cubic,1.345833333,0.0024
3905,0.28,Cubic,1.570833333,0.0028
3906,0.28,Cubic,1.8125,0.0032
3907,0.28,Cubic,2.3125,0.0036
3908,0.28,Cubic,2.5625,0.004
3909,0.28,Cubic,2.808333333,0.0044
3910,0.28,Cubic,3.054166667,0.0048
3911,0.28,Cubic,3.2875,0.0052
3912,0.28,Cubic,3.758333333,0.0056
3913,0.28,Cubic,3.995833333,0.006
3914,0.28,Cubic,4.216666667,0.0064
3915,0.28,Cubic,4.520833333,0.0068
3916,0.28,Cubic,4.5875,0.0072
3917,0.28,Cubic,4.666666667,0.0076
3918,0.28,Cubic,4.733333333,0.008
3919,0.28,Cubic,4.804166667,0.0084
3920,0.28,Cubic,4.9625,0.0088
3921,0.28,Cubic,5.045833333,0.0092
3922,0.28,Cubic,5.1375,0.0096
3923,0.28,Cubic,5.25,0.01
3924,0.28,Cubic,5.708333333,0.0104
3925,0.28,Cubic,5.941666667,0.0108
3926,0.28,Cubic,6.183333333,0.0112
3927,0.28,Cubic,6.654166667,0.0116
3928,0.28,Cubic,6.895833333,0.012
3929,0.28,Cubic,7.133333333,0.0124
3930,0.28,Cubic,7.370833333,0.0128
3931,0.28,Cubic,7.608333333,0.0132
3932,0.28,Cubic,8.0875,0.0136
3933,0.28,Cubic,8.329166667,0.014
3934,0.28,Cubic,8.570833333,0.0144
3935,0.28,Cubic,9.0625,0.0148
3936,0.28,Cubic,9.291666667,0.0152
3937,0.28,Cubic,9.525,0.0156
3938,0.28,Cubic,9.7625,0.016
3939,0.28,Cubic,9.995833333,0.0164
3940,0.28,Cubic,10.45833333,0.0168
3941,0.28,Cubic,10.6875,0.0172
3942,0.28,Cubic,10.92083333,0.0176
3943,0.28,Cubic,11.39166667,0.018
3944,0.28,Cubic,11.63333333,0.0184
3945,0.28,Cubic,12.1,0.0188
3946,0.28,Cubic,12.33333333,0.0192
3947,0.28,Cubic,12.5625,0.0196
3948,0.28,Cubic,12.8,0.02
3949,0.28,Cubic,13.2625,0.0204
3950,0.28,Cubic,13.49166667,0.0208
3951,0.28,Cubic,13.71666667,0.0212
3952,0.28,Cubic,13.94583333,0.0216
3953,0.28,Cubic,14.18333333,0.022
3954,0.28,Cubic,14.65,0.0224
3955,0.28,Cubic,14.8875,0.0228
3956,0.28,Cubic,15.11666667,0.0232
3957,0.28,Cubic,15.34583333,0.0236
3958,0.28,Cubic,15.5875,0.024
3959,0.28,Cubic,16.0625,0.0244
3960,0.28,Cubic,16.3,0.0248
3961,0.28,Cubic,16.52916667,0.0252
3962,0.28,Cubic,16.7625,0.0256
3963,0.28,Cubic,17,0.026
3964,0.28,Cubic,17.22916667,0.0264
3965,0.28,Cubic,17.6875,0.0268
3966,0.28,Cubic,17.90416667,0.0272
3967,0.28,Cubic,18.12083333,0.0276
3968,0.28,Cubic,18.54583333,0.028
3969,0.28,Cubic,18.75833333,0.0284
3970,0.28,Cubic,18.9625,0.0288
3971,0.28,Cubic,19.375,0.0292
3972,0.28,Cubic,19.57083333,0.0296
3973,0.28,Cubic,19.77083333,0.03
3974,0.28,Cubic,20.175,0.0304
3975,0.28,Cubic,20.37083333,0.0308
3976,0.28,Cubic,20.56666667,0.0312
3977,0.28,Cubic,20.96666667,0.0316
3978,0.28,Cubic,21.1625,0.032
3979,0.28,Cubic,21.36666667,0.0324
3980,0.28,Cubic,21.575,0.0328
3981,0.28,Cubic,21.97083333,0.0332
3982,0.28,Cubic,22.18333333,0.0336
3983,0.28,Cubic,22.39166667,0.034
3984,0.28,Cubic,22.59583333,0.0344
3985,0.28,Cubic,22.80833333,0.0348
3986,0.28,Cubic,23.225,0.0352
3987,0.28,Cubic,23.65,0.036
3988,0.28,Cubic,23.85416667,0.0364
3989,0.28,Cubic,24.275,0.0372
3990,0.28,Cubic,24.49166667,0.0376
3991,0.28,Cubic,24.70416667,0.038
3992,0.28,Cubic,24.91666667,0.0384
3993,0.28,Cubic,25.31666667,0.0388
3994,0.28,Cubic,25.50416667,0.0392
3995,0.28,Cubic,25.85833333,0.0396
3996,0.28,Cubic,26.02916667,0.04
3997,0.28,Cubic,26.325,0.0404
3998,0.28,Cubic,26.4625,0.0408
3999,0.28,Cubic,26.74583333,0.0416
4000,0.28,Cubic,27.03333333,0.0424
4001,0.28,Cubic,27.16666667,0.0428
4002,0.28,Cubic,27.3125,0.0432
4003,0.28,Cubic,27.45416667,0.0436
4004,0.28,Cubic,27.72083333,0.044
4005,0.28,Cubic,27.82916667,0.0444
4006,0.28,Cubic,27.925,0.0448
4007,0.28,Cubic,28,0.0452
4008,0.28,Cubic,28.10416667,0.0456
4009,0.28,Cubic,28.1375,0.046
4010,0.28,Cubic,28.14583333,0.0464
4011,0.28,Cubic,28.14583333,0.0468
4012,0.28,Cubic,28.13333333,0.0472
4013,0.28,Cubic,28.075,0.0476
4014,0.28,Cubic,28.02916667,0.048
4015,0.28,Cubic,27.975,0.0484
4016,0.28,Cubic,27.90833333,0.0488
4017,0.28,Cubic,27.75,0.0492
4018,0.28,Cubic,27.65,0.0496
4019,0.28,Cubic,27.54583333,0.05
4020,0.28,Cubic,27.31666667,0.0504
4021,0.28,Cubic,27.075,0.0512
4022,0.28,Cubic,26.95416667,0.0516
4023,0.28,Cubic,26.83333333,0.052
4024,0.28,Cubic,26.6125,0.0524
4025,0.28,Cubic,26.5125,0.0528
4026,0.28,Cubic,26.41666667,0.0532
4027,0.28,Cubic,26.325,0.0536
4028,0.28,Cubic,26.14166667,0.054
4029,0.28,Cubic,26.05,0.0544
4030,0.28,Cubic,25.97916667,0.0548
4031,0.28,Cubic,25.825,0.0552
4032,0.28,Cubic,25.75416667,0.0556
4033,0.28,Cubic,25.6125,0.056
4034,0.28,Cubic,25.55833333,0.0564
4035,0.28,Cubic,25.49166667,0.0568
4036,0.28,Cubic,25.40416667,0.0572
4037,0.28,Cubic,25.35,0.0576
4038,0.28,Cubic,25.30833333,0.058
4039,0.28,Cubic,25.27083333,0.0584
4040,0.28,Cubic,25.19583333,0.0588
4041,0.28,Cubic,25.15,0.0592
4042,0.28,Cubic,25.05833333,0.0596
4043,0.28,Cubic,25.02083333,0.06
4044,0.28,Cubic,24.93333333,0.0604
4045,0.28,Cubic,24.89583333,0.0608
4046,0.28,Cubic,24.85833333,0.0612
4047,0.28,Cubic,24.8375,0.0616
4048,0.28,Cubic,24.8,0.062
4049,0.28,Cubic,24.78333333,0.0624
4050,0.28,Cubic,24.775,0.0628
4051,0.28,Cubic,24.76666667,0.0632
4052,0.28,Cubic,24.7625,0.0636
4053,0.28,Cubic,24.7625,0.064
4054,0.28,Cubic,24.7625,0.0644
4055,0.28,Cubic,24.75,0.0648
4056,0.28,Cubic,24.72916667,0.0652
4057,0.28,Cubic,24.72083333,0.0656
4058,0.28,Cubic,24.65416667,0.066
4059,0.28,Cubic,24.61666667,0.0664
4060,0.28,Cubic,24.58333333,0.0668
4061,0.28,Cubic,24.50416667,0.0672
4062,0.28,Cubic,24.47083333,0.0676
4063,0.28,Cubic,24.4375,0.068
4064,0.28,Cubic,24.37083333,0.0684
4065,0.28,Cubic,24.35,0.0688
4066,0.28,Cubic,24.32916667,0.0692
4067,0.28,Cubic,24.30833333,0.0696
4068,0.28,Cubic,24.2875,0.07
4069,0.28,Cubic,24.25833333,0.0704
4070,0.28,Cubic,24.24583333,0.0708
4071,0.28,Cubic,24.2375,0.0712
4072,0.28,Cubic,24.22083333,0.0716
4073,0.28,Cubic,24.2125,0.072
4074,0.28,Cubic,24.19583333,0.0724
4075,0.28,Cubic,24.17916667,0.0728
4076,0.28,Cubic,24.1625,0.0732
4077,0.28,Cubic,24.14166667,0.0736
4078,0.28,Cubic,24.12083333,0.074
4079,0.28,Cubic,24.0625,0.0744
4080,0.28,Cubic,24.04166667,0.0748
4081,0.28,Cubic,23.97083333,0.0752
4082,0.28,Cubic,23.94166667,0.0756
4083,0.28,Cubic,23.90833333,0.076
4084,0.28,Cubic,23.85833333,0.0764
4085,0.28,Cubic,23.82916667,0.0768
4086,0.28,Cubic,23.78333333,0.0772
4087,0.28,Cubic,23.76666667,0.0776
4088,0.28,Cubic,23.75833333,0.078
4089,0.28,Cubic,23.74583333,0.0784
4090,0.28,Cubic,23.72916667,0.0788
4091,0.28,Cubic,23.71666667,0.0792
4092,0.28,Cubic,23.70833333,0.0796
4093,0.28,Cubic,23.69583333,0.08
4094,0.28,Cubic,23.6625,0.0804
4095,0.28,Cubic,23.65,0.0808
4096,0.28,Cubic,23.62916667,0.0812
4097,0.28,Cubic,23.59166667,0.0816
4098,0.28,Cubic,23.54166667,0.0824
4099,0.28,Cubic,23.52916667,0.0828
4100,0.28,Cubic,23.49583333,0.0832
4101,0.28,Cubic,23.4875,0.0836
4102,0.28,Cubic,23.47083333,0.084
4103,0.28,Cubic,23.45416667,0.0844
4104,0.28,Cubic,23.45,0.0848
4105,0.28,Cubic,23.43333333,0.0852
4106,0.28,Cubic,23.43333333,0.0856
4107,0.28,Cubic,23.42083333,0.086
4108,0.28,Cubic,23.42083333,0.0864
4109,0.28,Cubic,23.40416667,0.0868
4110,0.28,Cubic,23.39583333,0.0872
4111,0.28,Cubic,23.38333333,0.0876
4112,0.28,Cubic,23.35416667,0.088
4113,0.28,Cubic,23.33333333,0.0884
4114,0.28,Cubic,23.3,0.0888
4115,0.28,Cubic,23.25,0.0892
4116,0.28,Cubic,23.22916667,0.0896
4117,0.28,Cubic,23.21666667,0.09
4118,0.28,Cubic,23.19583333,0.0904
4119,0.28,Cubic,23.18333333,0.0908
4120,0.28,Cubic,23.15,0.0912
4121,0.28,Cubic,23.1375,0.0916
4122,0.28,Cubic,23.12916667,0.092
4123,0.28,Cubic,23.12083333,0.0924
4124,0.28,Cubic,23.10833333,0.0928
4125,0.28,Cubic,23.06666667,0.0932
4126,0.28,Cubic,23.05,0.0936
4127,0.28,Cubic,23.025,0.094
4128,0.28,Cubic,23,0.0944
4129,0.28,Cubic,22.96666667,0.0948
4130,0.28,Cubic,22.92916667,0.0952
4131,0.28,Cubic,22.87083333,0.0956
4132,0.28,Cubic,22.68333333,0.096
4133,0.28,Cubic,22.51666667,0.0968
4134,0.28,Cubic,0.2875,0
4135,0.28,Cubic,0.375,0.0004
4136,0.28,Cubic,0.4875,0.0008
4137,0.28,Cubic,0.620833333,0.0012
4138,0.28,Cubic,0.95,0.0016
4139,0.28,Cubic,1.15,0.002
4140,0.28,Cubic,1.358333333,0.0024
4141,0.28,Cubic,1.8375,0.0028
4142,0.28,Cubic,2.104166667,0.0032
4143,0.28,Cubic,2.366666667,0.0036
4144,0.28,Cubic,2.633333333,0.004
4145,0.28,Cubic,3.15,0.0044
4146,0.28,Cubic,3.4125,0.0048
4147,0.28,Cubic,3.6625,0.0052
4148,0.28,Cubic,3.925,0.0056
4149,0.28,Cubic,4.179166667,0.006
4150,0.28,Cubic,4.6375,0.0064
4151,0.28,Cubic,4.833333333,0.0068
4152,0.28,Cubic,4.95,0.0072
4153,0.28,Cubic,5.008333333,0.0076
4154,0.28,Cubic,5.145833333,0.008
4155,0.28,Cubic,5.2125,0.0084
4156,0.28,Cubic,5.275,0.0088
4157,0.28,Cubic,5.341666667,0.0092
4158,0.28,Cubic,5.420833333,0.0096
4159,0.28,Cubic,5.6375,0.01
4160,0.28,Cubic,5.841666667,0.0104
4161,0.28,Cubic,6.095833333,0.0108
4162,0.28,Cubic,6.35,0.0112
4163,0.28,Cubic,6.858333333,0.0116
4164,0.28,Cubic,7.341666667,0.012
